Verse,Text,Stage
Ezek 7:5,כֹּה אָמַר אֲדֹנָי יְהוִה רָעָה אַחַת רָעָה הִנֵּה בָאָה,TBH
Ezek 7:6,קֵץ בָּא בָּא הַקֵּץ הֵקִיץ אֵלָיִךְ הִנֵּה בָּאָה,TBH
Ezek 7:7,בָּאָה הַצְּפִירָה אֵלֶיךָ יוֺשֵׁב הָאָרֶץ בָּא הָעֵת קָרוֺב הַיּוֺם מְהוּמָה וְלֹא־הֵד הָרִים,TBH
Ezek 7:8,עַתָּה מִקָּרוֺב אֶשְׁפּוֺךְ חֲמָתִי עָלַיִךְ וְכִלֵּיתִי אַפִּי בָּךְ וּשְׁפַטְתִּיךְ כִּדְרָכָיִךְ וְנָתַתִּי עָלַיִךְ אֵת כָּל־תּוֺעֲבוֺתָיִךְ,TBH
Ezek 7:9,וְלֹא־תָחוֺס עֵינִי וְלֹא אֶחְמוֺל כִּדְרָכַיִךְ עָלַיִךְ אֶתֵּן וְתוֺעֲבוֺתַיִךְ בְּתוֺכֵךְ תִּהְיֶיןָ וִידַעְתֶּם כִּי אֲנִי יְהוָה מַכֶּה,TBH
Ezek 7:10,הִנֵּה הַיּוֺם הִנֵּה בָאָה יָצְאָה הַצְּפִרָה צָץ הַמַּטֶּה פָּרַח הַזָּדוֺן,TBH
Ezek 7:11,הֶחָמָס קָם לְמַטֵּה־רֶשַׁע לֹא־מֵהֶם וְלֹא מֵהֲמוֺנָם וְלֹא מֶהֱמֵהֶם וְלֹא־נֹהַּ בָּהֶם,TBH
Ezek 7:12,בָּא הָעֵת הִגִּיעַ הַיּוֺם הַקּוֺנֶה אַל־יִשְׂמָח וְהַמּוֺכֵר אַל־יִתְאַבָּל כִּי חָרוֺן אֶל־כָּל־הֲמוֺנָהּ,TBH
Ezek 7:13,כִּי הַמּוֺכֵר אֶל־הַמִּמְכָּר לֹא יָשׁוּב וְעוֺד בַּחַיִּים חַיָּתָם כִּי־חָזוֺן אֶל־כָּל־הֲמוֺנָהּ לֹא יָשׁוּב וְאִישׁ בַּעֲוֹנוֺ חַיָּתוֺ לֹא יִתְחַזָּקוּ,TBH
Ezek 7:14,תָּקְעוּ בַתָּקוֺעַ וְהָכִין הַכֹּל וְאֵין הֹלֵךְ לַמִּלְחָמָה כִּי חֲרוֺנִי אֶל־כָּל־הֲמוֺנָהּ,TBH
Ezek 7:15,הַחֶרֶב בַּחוּץ וְהַדֶּבֶר וְהָרָעָב מִבָּיִת אֲשֶׁר בַּשָּׂדֶה בַּחֶרֶב יָמוּת וַאֲשֶׁר בָּעִיר רָעָב וָדֶבֶר יֹאכֲלֶנּוּ,TBH
Ezek 7:16,וּפָלְטוּ פְּלִיטֵיהֶם וְהָיוּ אֶל־הֶהָרִים כְּיוֺנֵי הַגֵּאָיוֺת כֻּלָּם הֹמוֺת אִישׁ בַּעֲוֹנוֺ,TBH
Ezek 7:17,כָּל־הַיָּדַיִם תִּרְפֶּינָה וְכָל־בִּרְכַּיִם תֵּלַכְנָה מָּיִם,TBH
Ezek 7:18,וְחָגְרוּ שַׂקִּים וְכִסְּתָה אוֺתָם פַּלָּצוּת וְאֶל כָּל־פָּנִים בּוּשָׁה וּבְכָל־רָאשֵׁיהֶם קָרְחָה,TBH
Ezek 7:19,כַּסְפָּם בַּחוּצוֺת יַשְׁלִיכוּ וּזְהָבָם לְנִדָּה יִהְיֶה כַּסְפָּם וּזְהָבָם לֹא־יוּכַל לְהַצִּילָם בְּיוֺם עֶבְרַת יְהוָה נַפְשָׁם לֹא יְשַׂבֵּעוּ וּמֵעֵיהֶם לֹא יְמַלֵּאוּ כִּי־מִכְשׁוֺל עֲוֹנָם הָיָה,TBH
Ezek 7:20,וּצְבִי עֶדְיוֺ לְגָאוֺן שָׂמָהוּ וְצַלְמֵי תוֺעֲבֹתָם שִׁקּוּצֵיהֶם עָשׂוּ בוֺ עַל־כֵּן נְתַתִּיו לָהֶם לְנִדָּה,TBH
Ezek 7:21,וּנְתַתִּיו בְּיַד־הַזָּרִים לָבַז וּלְרִשְׁעֵי הָאָרֶץ לְשָׁלָל וְחִלְּלוּהוּ,TBH
Ezek 7:22,וַהֲסִבּוֺתִי פָנַי מֵהֶם וְחִלְּלוּ אֶת־צְפוּנִי וּבָאוּ־בָהּ פָּרִיצִים וְחִלְּלוּהָ,TBH
Ezek 7:23,עֲשֵׂה הָרַתּוֺק כִּי הָאָרֶץ מָלְאָה מִשְׁפַּט דָּמִים וְהָעִיר מָלְאָה חָמָס,TBH
Ezek 7:24,וְהֵבֵאתִי רָעֵי גוֺיִם וְיָרְשׁוּ אֶת־בָּתֵּיהֶם וְהִשְׁבַּתִּי גְּאוֺן עַזִּים וְנִחֲלוּ מְקַדְשֵׁיהֶם,TBH
Ezek 7:25,קְפָדָה־בָא וּבִקְשׁוּ שָׁלוֺם וָאָיִן,TBH
Ezek 7:26,הוָֺה עַל־הוָֺה תָּבוֺא וּשְׁמֻעָה אֶל־שְׁמוּעָה תִּהְיֶה וּבִקְשׁוּ חָזוֺן מִנָּבִיא וְתוֺרָה תֹּאבַד מִכֹּהֵן וְעֵצָה מִזְּקֵנִים,TBH
Ezek 7:27,הַמֶּלֶךְ יִתְאַבָּל וְנָשִׂיא יִלְבַּשׁ שְׁמָמָה וִידֵי עַם־הָאָרֶץ תִּבָּהַלְנָה מִדַּרְכָּם אֶעֱשֶׂה אוֺתָם וּבְמִשְׁפְּטֵיהֶם אֶשְׁפְּטֵם וְיָדְעוּ כִּי־אֲנִי יְהוָה,TBH
Ezek 8:1,וַיְהִי בַּשָּׁנָה הַשִּׁשִּׁית בַּשִּׁשִּׁי בַּחֲמִשָּׁה לַחֹדֶשׁ אֲנִי יוֺשֵׁב בְּבֵיתִי וְזִקְנֵי יְהוּדָה יוֺשְׁבִים לְפָנָי וַתִּפֹּל עָלַי שָׁם יַד אֲדֹנָי יְהוִֺה,TBH
Ezek 8:2,וָאֶרְאֶה וְהִנֵּה דְמוּת כְּמַרְאֵה־אֵשׁ מִמַּרְאֵה מָתְנָיו וּלְמַטָּה אֵשׁ וּמִמָּתְנָיו וּלְמַעְלָה כְּמַרְאֵה־זֹהַר כְּעֵין הַחַשְׁמַלָה,TBH
Ezek 8:3,וַיִּשְׁלַח תַּבְנִית יָד וַיִּקָּחֵנִי בְּצִיצִת רֹאשִׁי וַתִּשָּׂא אֹתִי רוּחַ בֵּין־הָאָרֶץ וּבֵין הַשָּׁמַיִם וַתָּבֵא אֹתִי יְרוּשָׁלְַמָה בְּמַרְאוֺת אֱלֹהִים אֶל־פֶּתַח שַׁעַר הַפְּנִימִית הַפּוֺנֶה צָפוֺנָה אֲשֶׁר־שָׁם מוֺשַׁב סֵמֶל הַקִּנְאָה הַמַּקְנֶה,TBH
Ezek 8:4,וְהִנֵּה־שָׁם כְּבוֺד אֱלֹהֵי יִשְׂרָאֵל כַּמַּרְאֶה אֲשֶׁר רָאִיתִי בַּבִּקְעָה,TBH
Ezek 8:5,וַיֹּאמֶר אֵלַי בֶּן־אָדָם שָׂא־נָא עֵינֶיךָ דֶּרֶךְ צָפוֺנָה וָאֶשָּׂא עֵינַי דֶּרֶךְ צָפוֺנָה וְהִנֵּה מִצָּפוֺן לְשַׁעַר הַמִּזְבֵּחַ סֵמֶל הַקִּנְאָה הַזֶּה בַּבִּאָה,TBH
Ezek 8:6,וַיֹּאמֶר אֵלַי בֶּן־אָדָם הֲרֹאֶה אַתָּה מָה הֵם עֹשִׂים תּוֺעֵבוֺת גְּדֹלוֺת אֲשֶׁר בֵּית־יִשְׂרָאֵל עֹשִׂים פֹּה לְרָחֳקָה מֵעַל מִקְדָּשִׁי וְעוֺד תָּשׁוּב תִּרְאֶה תּוֺעֵבוֺת גְּדֹלוֺת,TBH
Ezek 8:7,וַיָּבֵא אֹתִי אֶל־פֶּתַח הֶחָצֵר וָאֶרְאֶה וְהִנֵּה חֹר־אֶחָד בַּקִּיר,TBH
Ezek 8:8,וַיֹּאמֶר אֵלַי בֶּן־אָדָם חֲתָר־נָא בַקִּיר וָאֶחְתֹּר בַּקִּיר וְהִנֵּה פֶּתַח אֶחָד,TBH
Ezek 8:9,וַיֹּאמֶר אֵלָי בֹּא וּרְאֵה אֶת־הַתּוֺעֵבוֺת הָרָעוֺת אֲשֶׁר הֵם עֹשִׂים פֹּה,TBH
Ezek 8:10,וָאָבוֺא וָאֶרְאֶה וְהִנֵּה כָל־תַּבְנִית רֶמֶשׂ וּבְהֵמָה שֶׁקֶץ וְכָל־גִּלּוּלֵי בֵּית יִשְׂרָאֵל מְחֻקֶּה עַל־הַקִּיר סָבִיב סָבִיב,TBH
Ezek 8:11,וְשִׁבְעִים אִישׁ מִזִּקְנֵי בֵית־יִשְׂרָאֵל וְיַאֲזַנְיָהוּ בֶן־שָׁפָן עֹמֵד בְּתוֺכָם עֹמְדִים לִפְנֵיהֶם וְאִישׁ מִקְטַרְתּוֺ בְּיָדוֺ וַעֲתַר עֲנַן־הַקְּטֹרֶת עֹלֶה,TBH
Ezek 8:12,וַיֹּאמֶר אֵלַי הֲרָאִיתָ בֶן־אָדָם אֲשֶׁר זִקְנֵי בֵית־יִשְׂרָאֵל עֹשִׂים בַּחֹשֶׁךְ אִישׁ בְּחַדְרֵי מַשְׂכִּיתוֺ כִּי אֹמְרִים אֵין יְהוָה רֹאֶה אֹתָנוּ עָזַב יְהוָה אֶת־הָאָרֶץ,TBH
Ezek 8:13,וַיֹּאמֶר אֵלָי עוֺד תָּשׁוּב תִּרְאֶה תּוֺעֵבוֺת גְּדֹלוֺת אֲשֶׁר־הֵמָּה עֹשִׂים,TBH
Ezek 8:14,וַיָּבֵא אֹתִי אֶל־פֶּתַח שַׁעַר בֵּית־יְהוָה אֲשֶׁר אֶל־הַצָּפוֺנָה וְהִנֵּה־שָׁם הַנָּשִׁים יֹשְׁבוֺת מְבַכּוֺת אֶת־הַתַּמּוּז,TBH
Ezek 8:15,וַיֹּאמֶר אֵלַי הֲרָאִיתָ בֶן־אָדָם עוֺד תָּשׁוּב תִּרְאֶה תּוֺעֵבוֺת גְּדֹלוֺת מֵאֵלֶּה,TBH
Ezek 8:16,וַיָּבֵא אֹתִי אֶל־חֲצַר בֵּית־יְהוָה הַפְּנִימִית וְהִנֵּה־פֶתַח הֵיכַל יְהוָה בֵּין הָאוּלָם וּבֵין הַמִּזְבֵּחַ כְּעֶשְׂרִים וַחֲמִשָּׁה אִישׁ אֲחֹרֵיהֶם אֶל־הֵיכַל יְהוָה וּפְנֵיהֶם קֵדְמָה וְהֵמָּה מִשְׁתַּחֲוִיתֶם קֵדְמָה לַשָּׁמֶשׁ,TBH
Ezek 8:17,וַיֹּאמֶר אֵלַי הֲרָאִיתָ בֶן־אָדָם הֲנָקֵל לְבֵית יְהוּדָה מֵעֲשׂוֺת אֶת־הַתּוֺעֵבוֺת אֲשֶׁר עָשׂוּ־פֹה כִּי־מָלְאוּ אֶת־הָאָרֶץ חָמָס וַיָּשֻׁבוּ לְהַכְעִיסֵנִי וְהִנָּם שֹׁלְחִים אֶת־הַזְּמוֺרָה אֶל־אַפָּם,TBH
Ezek 8:18,וְגַם־אֲנִי אֶעֱשֶׂה בְחֵמָה לֹא־תָחוֺס עֵינִי וְלֹא אֶחְמֹל וְקָרְאוּ בְאָזְנַי קוֺל גָּדוֺל וְלֹא אֶשְׁמַע אוֺתָם,TBH
Ezek 9:1,וַיִּקְרָא בְאָזְנַי קוֺל גָּדוֺל לֵאמֹר קָרְבוּ פְּקֻדּוֺת הָעִיר וְאִישׁ כְּלִי מַשְׁחֵתוֺ בְּיָדוֺ,TBH
Ezek 9:2,וְהִנֵּה שִׁשָּׁה אֲנָשִׁים בָּאִים מִדֶּרֶךְ־שַׁעַר הָעֶלְיוֺן אֲשֶׁר מָפְנֶה צָפוֺנָה וְאִישׁ כְּלִי מַפָּצוֺ בְּיָדוֺ וְאִישׁ־אֶחָד בְּתוֺכָם לָבֻשׁ בַּדִּים וְקֶסֶת הַסֹּפֵר בְּמָתְנָיו וַיָּבֹאוּ וַיַּעַמְדוּ אֵצֶל מִזְבַּח הַנְּחֹשֶׁת,TBH
Ezek 9:3,וּכְבוֺד אֱלֹהֵי יִשְׂרָאֵל נַעֲלָה מֵעַל הַכְּרוּב אֲשֶׁר הָיָה עָלָיו אֶל מִפְתַּן הַבָּיִת וַיִּקְרָא אֶל־הָאִישׁ הַלָּבֻשׁ הַבַּדִּים אֲשֶׁר קֶסֶת הַסֹּפֵר בְּמָתְנָיו,TBH
Ezek 9:4,וַיֹּאמֶר יְהוָה אֵלָיו עֲבֹר בְּתוֺךְ הָעִיר בְּתוֺךְ יְרוּשָׁלִָם וְהִתְוִיתָ תָּו עַל־מִצְחוֺת הָאֲנָשִׁים הַנֶּאֱנָחִים וְהַנֶּאֱנָקִים עַל כָּל־הַתּוֺעֵבוֺת הַנַּעֲשׂוֺת בְּתוֺכָהּ,TBH
Ezek 9:5,וּלְאֵלֶּה אָמַר בְּאָזְנַי עִבְרוּ בָעִיר אַחֲרָיו וְהַכּוּ אַל־תָּחֹס עֵינְכֶם וְאַל־תַּחְמֹלוּ,TBH
Ezek 9:6,זָקֵן בָּחוּר וּבְתוּלָה וְטַף וְנָשִׁים תַּהַרְגוּ לְמַשְׁחִית וְעַל־כָּל־אִישׁ אֲשֶׁר־עָלָיו הַתָּו אַל־תִּגַּשׁוּ וּמִמִּקְדָּשִׁי תָּחֵלּוּ וַיָּחֵלּוּ בָּאֲנָשִׁים הַזְּקֵנִים אֲשֶׁר לִפְנֵי הַבָּיִת,TBH
Ezek 9:7,וַיֹּאמֶר אֲלֵיהֶם טַמְּאוּ אֶת־הַבַּיִת וּמַלְאוּ אֶת־הַחֲצֵרוֺת חֲלָלִים צֵאוּ וְיָצְאוּ וְהִכּוּ בָעִיר,TBH
Ezek 9:8,וַיְהִי כְּהַכּוֺתָם וְנֵאשֲׁאַר אָנִי וָאֶפְּלָה עַל־פָּנַי וָאֶזְעַק וָאֹמַר אֲהָהּ אֲדֹנָי יְהוִה הֲמַשְׁחִית אַתָּה אֵת כָּל־שְׁאֵרִית יִשְׂרָאֵל בְּשָׁפְכְּךָ אֶת־חֲמָתְךָ עַל־יְרוּשָׁלִָם,TBH
Ezek 9:9,וַיֹּאמֶר אֵלַי עֲוֹן בֵּית־יִשְׂרָאֵל וִיהוּדָה גָּדוֺל בִּמְאֹד מְאֹד וַתִּמָּלֵא הָאָרֶץ דָּמִים וְהָעִיר מָלְאָה מֻטֶּה כִּי אָמְרוּ עָזַב יְהוָה אֶת־הָאָרֶץ וְאֵין יְהוָה רֹאֶה,TBH
Ezek 9:10,וְגַם־אֲנִי לֹא־תָחוֺס עֵינִי וְלֹא אֶחְמֹל דַּרְכָּם בְּרֹאשָׁם נָתָתִּי,TBH
Ezek 9:11,וְהִנֵּה הָאִישׁ לְבֻשׁ הַבַּדִּים אֲשֶׁר הַקֶּסֶת בְּמָתְנָיו מֵשִׁיב דָּבָר לֵאמֹר עָשִׂיתִי כְּכֹל אֲֶר צִוִּיתָנִי,TBH
Ezek 10:1,וָאֶרְאֶה וְהִנֵּה אֶל־הָרָקִיעַ אֲשֶׁר עַל־רֹאשׁ הַכְּרֻבִים כְּאֶבֶן סַפִּיר כְּמַרְאֵה דְּמוּת כִּסֵּא נִרְאָה עֲלֵיהֶם,TBH
Ezek 10:2,וַיֹּאמֶר אֶל־הָאִישׁ לְבֻשׁ הַבַּדִּים וַיֹּאמֶר בֹּא אֶל־בֵּינוֺת לַגַּלְגַּל אֶל־תַּחַת לַכְּרוּב וּמַלֵּא חָפְנֶיךָ גַחֲלֵי־אֵשׁ מִבֵּינוֺת לַכְּרֻבִים וּזְרֹק עַל־הָעִיר וַיָּבֹא לְעֵינָי,TBH
Ezek 10:3,וְהַכְּרֻבִים עֹמְדִים מִימִין לַבַּיִת בְּבֹאוֺ הָאִישׁ וְהֶעָנָן מָלֵא אֶת־הֶחָצֵר הַפְּנִימִית,TBH
Ezek 10:4,וַיָּרָם כְּבוֺד־יְהוָה מֵעַל הַכְּרוּב עַל מִפְתַּן הַבָּיִת וַיִּמָּלֵא הַבַּיִת אֶת־הֶעָנָן וְהֶחָצֵר מָלְאָה אֶת־נֹגַהּ כְּבוֺד יְהוָה,TBH
Ezek 10:5,וְקוֺל כַּנְפֵי הַכְּרוּבִים נִשְׁמַע עַד־הֶחָצֵר הַחִיצֹנָה כְּקוֺל אֵל־שַׁדַּי בְּדַבְּרוֺ,TBH
Ezek 10:6,וַיְהִי בְּצַוֹּתוֺ אֶת־הָאִישׁ לְבֻשׁ־הַבַּדִּים לֵאמֹר קַח אֵשׁ מִבֵּינוֺת לַגַּלְגַּל מִבֵּינוֺת לַכְּרוּבִים וַיָּבֹא וַיַּעֲמֹד אֵצֶל הָאוֺפָן,TBH
Ezek 10:7,וַיִּשְׁלַח הַכְּרוּב אֶת־יָדוֺ מִבֵּינוֺת לַכְּרוּבִים אֶל־הָאֵשׁ אֲשֶׁר בֵּינוֺת הַכְּרֻבִים וַיִּשָּׂא וַיִּתֵּן אֶל־חָפְנֵי לְבֻשׁ הַבַּדִּים וַיִּקַּח וַיֵּצֵא,TBH
Ezek 10:8,וַיֵּרָא לַכְּרֻבִים תַּבְנִית יַד־אָדָם תַּחַת כַּנְפֵיהֶם,TBH
Ezek 10:9,וָאֶרְאֶה וְהִנֵּה אַרְבָּעָה אוֺפַנִּים אֵצֶל הַכְּרוּבִים אוֺפַן אֶחָד אֵצֶל הַכְּרוּב אֶחָד וְאוֺפַן אֶחָד אֵצֶל הַכְּרוּב אֶחָד וּמַרְאֵה הָאוֺפַנִּים כְּעֵין אֶבֶן תַּרְשִׁישׁ,TBH
Ezek 10:10,וּמַרְאֵיהֶם דְּמוּת אֶחָד לְאַרְבַּעְתָּם כַּאֲשֶׁר יִהְיֶה הָאוֺפַן בְּתוֺךְ הָאוֺפָן,TBH
Ezek 10:11,בְּלֶכְתָּם אֶל־אַרְבַּעַת רִבְעֵיהֶם יֵלֵכוּ לֹא יִסַּבּוּ בְּלֶכְתָּם כִּי הַמָּקוֺם אֲשֶׁר־יִפְנֶה הָרֹאשׁ אַחֲרָיו יֵלֵכוּ לֹא יִסַּבּוּ בְּלֶכְתָּם,TBH
Ezek 10:12,וְכָל־בְּשָׂרָם וְגַבֵּהֶם וִידֵיהֶם וְכַנְפֵיהֶם וְהָאוֺפַנִּים מְלֵאִים עֵינַיִם סָבִיב לְאַרְבַּעְתָּם אוֺפַנֵּיהֶם,TBH
Ezek 10:13,לָאוֺפַנִּים לָהֶם קוֺרָא הַגַּלְגַּל בְּאָזְנָי,TBH
Ezek 10:14,וְאַרְבָּעָה פָנִים לְאֶחָד פְּנֵי הָאֶחָד פְּנֵי הַכְּרוּב וּפְנֵי הַשֵּׁנִי פְּנֵי אָדָם וְהַשְּׁלִישִׁי פְּנֵי אַרְיֵה וְהָרְבִיעִי פְּנֵי־נָשֶׁר,TBH
Ezek 10:15,וַיֵּרֹמּוּ הַכְּרוּבִים הִיא הַחַיָּה אֲשֶׁר רָאִיתִי בִּנְהַר־כְּבָר,TBH
Ezek 10:16,וּבְלֶכֶת הַכְּרוּבִים יֵלְכוּ הָאוֺפַנִּים אֶצְלָם וּבִשְׂאֵת הַכְּרוּבִים אֶת־כַּנְפֵיהֶם לָרוּם מֵעַל הָאָרֶץ לֹא־יִסַּבּוּ הָאוֺפַנִּים גַּם־הֵם מֵאֶצְלָם,TBH
Ezek 10:17,בְּעָמְדָם יַעֲמֹדוּ וּבְרוֺמָם יֵרוֺמּוּ אוֺתָם כִּי רוּחַ הַחַיָּה בָּהֶם,TBH
Ezek 10:18,וַיֵּצֵא כְּבוֺד יְהוָה מֵעַל מִפְתַּן הַבָּיִת וַיַּעֲמֹד עַל־הַכְּרוּבִים,TBH
Ezek 10:19,וַיִּשְׂאוּ הַכְּרוּבִים אֶת־כַּנְפֵיהֶם וַיֵּרוֺמּוּ מִן־הָאָרֶץ לְעֵינַי בְּצֵאתָם וְהָאוֺפַנִּים לְעֻמָּתָם וַיַּעֲמֹד פֶּתַח שַׁעַר בֵּית־יְהוָה הַקַּדְמוֺנִי וּכְבוֺד אֱלֹהֵי־יִשְׂרָאֵל עֲלֵיהֶם מִלְמָעְלָה,TBH
Ezek 10:20,הִיא הַחַיָּה אֲשֶׁר רָאִיתִי תַּחַת אֱלֹהֵי־יִשְׂרָאֵל בִּנְהַר־כְּבָר וָאֵדַע כִּי כְרוּבִים הֵמָּה,TBH
Ezek 10:21,אַרְבָּעָה אַרְבָּעָה פָנִים לְאֶחָד וְאַרְבַּע כְּנָפַיִם לְאֶחָד וּדְמוּת יְדֵי אָדָם תַּחַת כַּנְפֵיהֶם,TBH
Ezek 10:22,וּדְמוּת פְּנֵיהֶם הֵמָּה הַפָּנִים אֲשֶׁר רָאִיתִי עַל־נְהַר־כְּבָר מַרְאֵיהֶם וְאוֺתָם אִישׁ אֶל־עֵבֶר פָּנָיו יֵלֵכוּ,TBH
Ezek 11:1,וַתִּשָּׂא אֹתִי רוּחַ וַתָּבֵא אֹתִי אֶל־שַׁעַר בֵּית־יְהוָה הַקַּדְמוֺנִי הַפּוֺנֶה קָדִימָה וְהִנֵּה בְּפֶתַח הַשַּׁעַר עֶשְׂרִים וַחֲמִשָּׁה אִישׁ וָאֶרְאֶה בְתוֺכָם אֶת־יַאֲזַנְיָה בֶן־עַזֻּר וְאֶת־פְּלַטְיָהוּ בֶן־בְּנָיָהוּ שָׂרֵי הָעָם,TBH
Ezek 11:2,וַיֹּאמֶר אֵלָי בֶּן־אָדָם אֵלֶּה הָאֲנָשִׁים הַחֹשְׁבִים אָוֶן וְהַיֹּעֲצִים עֲצַת־רָע בָּעִיר הַזֹּאת,TBH
Ezek 11:3,הָאֹמְרִים לֹא בְקָרוֺב בְּנוֺת בָּתִּים הִיא הַסִּיר וַאֲנַחְנוּ הַבָּשָׂר,TBH
Ezek 11:4,לָכֵן הִנָּבֵא עֲלֵיהֶם הִנָּבֵא בֶּן־אָדָם,TBH
Ezek 11:5,וַתִּפֹּל עָלַי רוּחַ יְהוָה וַיֹּאמֶר אֵלַי אֱמֹר כֹּה־אָמַר יְהוָה כֵּן אֲמַרְתֶּם בֵּית יִשְׂרָאֵל וּמַעֲלוֺת רוּחֲכֶם אֲנִי יְדַעְתִּיהָ,TBH
Ezek 11:6,הִרְבֵּיתֶם חַלְלֵיכֶם בָּעִיר הַזֹּאת וּמִלֵּאתֶם חוּצֹתֶיהָ חָלָל,TBH
Ezek 11:7,לָכֵן כֹּה־אָמַר אֲדֹנָי יְהוִה חַלְלֵיכֶם אֲשֶׁר שַׂמְתֶּם בְּתוֺכָהּ הֵמָּה הַבָּשָׂר וְהִיא הַסִּיר וְאֶתְכֶם הוֺצִיא מִתּוֺכָהּ,TBH
